action,month,day,hour,count,sum,avg,std,step
DEBIT,0,10,15,1908,12814803.11,6716.35,113.40,255
TRANSFER,0,10,15,2405,3074961040.99,1278570.08,18515.02,255
CASH_OUT,0,10,15,10307,1302212028.50,126342.49,1111.43,255
CASH_IN,0,10,16,19417,2755643846.10,141919.14,578.05,256
PAYMENT,0,10,16,11172,88424976.51,7914.87,43.41,256
DEBIT,0,10,16,2305,17010720.15,7379.92,102.73,256
TRANSFER,0,10,16,2818,3702718213.86,1313952.52,17559.83,256
CASH_OUT,0,10,16,12090,1530386088.74,126582.80,1336.81,256
CASH_IN,0,10,17,16203,2296389706.94,141726.21,623.72,257
PAYMENT,0,10,17,9380,72027748.24,7678.86,46.41,257
DEBIT,0,10,17,1943,12517104.56,6442.15,104.98,257
TRANSFER,0,10,17,2426,3262779691.16,1344921.55,20001.29,257
CASH_OUT,0,10,17,10756,1341852152.76,124753.83,1879.81,257
CASH_IN,0,10,18,21229,2997957229.02,141219.90,549.06,258
PAYMENT,0,10,18,11959,93614786.63,7827.98,41.99,258
DEBIT,0,10,18,2481,12946533.58,5218.27,76.81,258
TRANSFER,0,10,18,3056,3831693650.12,1253826.46,16051.17,258
CASH_OUT,0,10,18,13784,1695909226.53,123034.62,1183.54,258
CASH_IN,0,10,19,52142,7273993690.34,139503.54,347.51,259
PAYMENT,0,10,19,30163,231527489.27,7675.88,26.26,259
DEBIT,0,10,19,6229,34091763.59,5473.07,50.16,259
TRANSFER,0,10,19,7599,10134439959.86,1333654.42,10647.02,259
CASH_OUT,0,10,19,31420,3700387732.45,117771.73,566.21,259
CASH_IN,0,10,20,40983,5726701815.25,139733.59,390.01,260
PAYMENT,0,10,20,24655,192765253.11,7818.51,29.08,260
DEBIT,0,10,20,4981,28001916.36,5621.75,58.69,260
TRANSFER,0,10,20,6036,8418591485.39,1394730.20,12531.91,260
CASH_OUT,0,10,20,25034,2971484413.63,118697.95,447.51,260
CASH_IN,0,10,21,32805,4592075293.92,139980.96,441.67,261
PAYMENT,0,10,21,20256,156815949.66,7741.70,32.10,261
DEBIT,0,10,21,3888,22921260.04,5895.39,67.48,261
TRANSFER,0,10,21,4698,6430243798.23,1368719.41,13857.13,261
CASH_OUT,0,10,21,18748,2263786342.10,120748.15,673.06,261
CASH_IN,0,10,22,25119,3535994348.30,140769.71,503.24,262
PAYMENT,0,10,22,15737,122054547.74,7755.90,36.83,262
DEBIT,0,10,22,3089,15608270.50,5052.86,68.18,262
TRANSFER,0,10,22,3584,5047483531.80,1408338.04,16411.15,262
CASH_OUT,0,10,22,13799,1676212595.52,121473.48,1348.62,262
CASH_IN,0,10,23,18906,2664592998.39,140939.01,585.26,263
PAYMENT,0,10,23,12985,104212374.52,8025.60,43.41,263
DEBIT,0,10,23,2407,14264048.33,5926.07,88.11,263
TRANSFER,0,10,23,2581,3491925995.37,1352935.29,18735.15,263
CASH_OUT,0,10,23,10658,1312952839.17,123189.42,1546.12,263
CASH_IN,0,11,0,9161,1308938683.16,142881.64,844.85,264
PAYMENT,0,11,0,6618,54060927.72,8168.77,62.06,264
DEBIT,0,11,0,1111,5528784.89,4976.40,115.36,264
TRANSFER,0,11,0,1219,1629970602.48,1337137.49,27488.26,264
CASH_OUT,0,11,0,5671,711731425.10,125503.69,2327.40,264
CASH_IN,0,11,1,3534,504710020.87,142815.51,1333.87,265
PAYMENT,0,11,1,2410,18856343.02,7824.21,99.69,265
DEBIT,0,11,1,477,2196815.13,4605.48,157.64,265
TRANSFER,0,11,1,502,657539605.37,1309839.85,50546.00,265
CASH_OUT,0,11,1,2162,306730252.15,141873.38,8140.19,265
CASH_IN,0,11,2,1329,184673602.12,138956.81,2141.45,266
PAYMENT,0,11,2,978,7279148.69,7442.89,141.84,266
DEBIT,0,11,2,161,708125.47,4398.29,295.00,266
TRANSFER,0,11,2,187,272980691.19,1459789.79,77084.12,266
CASH_OUT,0,11,2,947,134699825.39,142238.46,8729.94,266
CASH_IN,0,11,3,163,23981693.79,147126.96,6370.03,267
PAYMENT,0,11,3,66,550010.61,8333.49,593.64,267
DEBIT,0,11,3,9,39706.24,4411.80,892.40,267
TRANSFER,0,11,3,11,40823619.76,3711238.16,829876.58,267
CASH_OUT,0,11,3,91,50884471.96,559170.02,154592.62,267
TRANSFER,0,11,4,15,66684765.13,4445651.01,515035.07,268
CASH_OUT,0,11,4,15,66684765.13,4445651.01,515035.07,268
TRANSFER,0,11,5,10,63232759.50,6323275.95,1785943.86,269
CASH_OUT,0,11,5,10,63232759.50,6323275.95,1785943.86,269
TRANSFER,0,11,6,11,36340090.85,3303644.62,429629.83,270
CASH_OUT,0,11,6,11,36340090.85,3303644.62,429629.83,270
TRANSFER,0,11,7,14,60743941.18,4338852.94,404680.04,271
CASH_OUT,0,11,7,14,60743941.18,4338852.94,404680.04,271
TRANSFER,0,11,8,6,21861328.63,3643554.77,679405.66,272
CASH_OUT,0,11,8,6,21861328.63,3643554.77,679405.66,272
TRANSFER,0,11,9,15,53687477.33,3579165.16,480515.42,273
CASH_OUT,0,11,9,14,53687457.33,3834818.38,431936.15,273
TRANSFER,0,11,10,7,33099660.43,4728522.92,996033.67,274
CASH_OUT,0,11,10,7,33099660.43,4728522.92,996033.67,274
TRANSFER,0,11,11,6,32038158.14,5339693.02,1111625.45,275
CASH_OUT,0,11,11,6,32038158.14,5339693.02,1111625.45,275
DEBIT,0,11,12,1,9843.20,9843.20,0.00,276
TRANSFER,0,11,12,9,31784564.31,3531618.26,432599.53,276
CASH_OUT,0,11,12,9,31784564.31,3531618.26,432599.53,276
CASH_IN,0,11,13,416,59555380.92,143161.97,3977.50,277
PAYMENT,0,11,13,192,1684555.02,8773.72,396.03,277
DEBIT,0,11,13,37,124293.19,3359.28,472.32,277
TRANSFER,0,11,13,41,68825698.16,1678675.56,322522.55,277
CASH_OUT,0,11,13,292,97986000.27,335568.49,54645.10,277
TRANSFER,0,11,14,15,60109146.64,4007276.44,297327.56,278
CASH_OUT,0,11,14,15,60109146.64,4007276.44,297327.56,278
CASH_IN,0,11,15,159,22283729.59,140149.24,6908.54,279
PAYMENT,0,11,15,48,364189.91,7587.29,675.46,279
DEBIT,0,11,15,9,51687.83,5743.09,1192.84,279
TRANSFER,0,11,15,13,33064419.99,2543416.92,750633.75,279
CASH_OUT,0,11,15,98,42501396.49,433687.72,125353.84,279
TRANSFER,0,11,16,16,52304874.96,3269054.69,436155.48,280
CASH_OUT,0,11,16,16,52304874.96,3269054.69,436155.48,280
CASH_IN,0,11,17,12662,1783907134.44,140886.68,705.22,281
PAYMENT,0,11,17,7305,69675750.04,9538.09,67.19,281
DEBIT,0,11,17,1516,10314544.09,6803.79,122.60,281
TRANSFER,0,11,17,1714,2409705444.43,1405895.83,23322.87,281
CASH_OUT,0,11,17,8352,1015245711.01,121557.20,1493.89,281
CASH_IN,0,11,18,25304,3580314607.49,141492.04,504.43,282
PAYMENT,0,11,18,14409,147147546.21,10212.20,50.89,282
DEBIT,0,11,18,2891,21750481.72,7523.51,97.90,282
TRANSFER,0,11,18,3485,5056105740.42,1450819.44,17793.95,282
CASH_OUT,0,11,18,16048,1960427247.48,122160.22,1731.24,282
CASH_IN,0,11,19,31924,4472816673.89,140108.28,445.91,283
PAYMENT,0,11,19,18676,220618539.47,11812.94,50.68,283
DEBIT,0,11,19,3747,33061182.50,8823.37,98.58,283
TRANSFER,0,11,19,4599,6765363630.95,1471051.02,14716.82,283
CASH_OUT,0,11,19,19639,2486127657.91,126591.36,771.67,283
CASH_IN,0,11,20,39810,5601496916.04,140705.78,400.21,284
PAYMENT,0,11,20,23552,286494908.57,12164.36,46.07,284
DEBIT,0,11,20,4508,43605201.23,9672.85,100.48,284
TRANSFER,0,11,20,5124,9127517350.22,1781326.57,16603.10,284
CASH_OUT,0,11,20,23349,3035599930.28,130009.85,803.77,284
CASH_IN,0,11,21,31038,4420313011.37,142416.17,458.97,285
PAYMENT,0,11,21,18766,208202760.71,11094.68,47.69,285
DEBIT,0,11,21,3546,27495714.58,7754.01,93.13,285
TRANSFER,0,11,21,3574,6763246891.35,1892346.64,21295.70,285
CASH_OUT,0,11,21,17571,2312833583.85,131627.89,822.26,285
CASH_IN,0,11,22,26004,3717116122.11,142944.01,501.75,286
PAYMENT,0,11,22,15948,165575273.78,10382.20,48.58,286
DEBIT,0,11,22,3117,16457902.47,5280.05,69.21,286
TRANSFER,0,11,22,2826,5516106267.81,1951913.05,24868.14,286
CASH_OUT,0,11,22,14425,1933010227.50,134004.18,1317.08,286
CASH_IN,0,11,23,17432,2513082597.42,144164.90,617.11,287
PAYMENT,0,11,23,11114,125347941.58,11278.38,61.34,287
DEBIT,0,11,23,2073,11101612.53,5355.34,85.74,287
TRANSFER,0,11,23,1818,3797266735.61,2088705.58,32612.23,287
CASH_OUT,0,11,23,9520,1277556631.95,134197.13,1490.82,287
CASH_IN,0,12,0,9129,1315597498.29,144111.90,854.12,288
PAYMENT,0,12,0,6535,109938977.61,16823.10,128.56,288
DEBIT,0,12,0,1112,5250713.33,4721.86,108.28,288
TRANSFER,0,12,0,851,1922063594.75,2258594.12,51778.71,288
CASH_OUT,0,12,0,5346,729950012.33,136541.34,1676.36,288
CASH_IN,0,12,1,2901,422109310.33,145504.76,1561.94,289
PAYMENT,0,12,1,1933,19322444.85,9996.09,139.81,289
DEBIT,0,12,1,365,1425517.48,3905.53,160.03,289
TRANSFER,0,12,1,253,577467028.81,2282478.37,94081.45,289
CASH_OUT,0,12,1,1926,286598857.39,148805.22,7686.15,289
CASH_IN,0,12,2,796,115855275.83,145546.83,2928.81,290
PAYMENT,0,12,2,569,5473413.06,9619.36,242.49,290
DEBIT,0,12,2,92,423133.34,4599.28,350.75,290
TRANSFER,0,12,2,73,200570699.34,2747543.83,241869.83,290
CASH_OUT,0,12,2,487,125226186.80,257137.96,37944.63,290
CASH_IN,0,12,3,10,1566138.99,156613.90,20628.23,291
PAYMENT,0,12,3,5,49385.13,9877.03,2772.78,291
DEBIT,0,12,3,3,9862.58,3287.53,405.44,291
TRANSFER,0,12,3,7,27523393.70,3931913.39,829473.42,291
CASH_OUT,0,12,3,7,27523393.70,3931913.39,829473.42,291
TRANSFER,0,12,4,11,48738948.14,4430813.47,481122.46,292
CASH_OUT,0,12,4,11,48738948.14,4430813.47,481122.46,292
TRANSFER,0,12,5,3,12714616.44,4238205.48,1289783.31,293
CASH_OUT,0,12,5,3,12714616.44,4238205.48,1289783.31,293
TRANSFER,0,12,6,8,43722628.88,5465328.61,996533.93,294
CASH_OUT,0,12,6,8,43722628.88,5465328.61,996533.93,294
TRANSFER,0,12,7,14,71109729.11,5079266.37,631082.53,295
CASH_OUT,0,12,7,14,71109729.11,5079266.37,631082.53,295
TRANSFER,0,12,8,11,58280552.69,5298232.06,934844.13,296
CASH_OUT,0,12,8,11,58280552.69,5298232.06,934844.13,296
TRANSFER,0,12,9,11,46338706.60,4212609.69,554795.02,297
CASH_OUT,0,12,9,11,46338706.60,4212609.69,554795.02,297
TRANSFER,0,12,10,5,20877758.00,4175551.60,604884.18,298
CASH_OUT,0,12,10,5,20877758.00,4175551.60,604884.18,298
TRANSFER,0,12,11,13,61164218.62,4704939.89,1117031.88,299
CASH_OUT,0,12,11,13,61164218.62,4704939.89,1117031.88,299
TRANSFER,0,12,12,13,44683799.09,3437215.31,536825.18,300
CASH_OUT,0,12,12,13,44683799.09,3437215.31,536825.18,300
CASH_IN,0,12,13,4811,705582436.94,146660.24,1193.58,301
PAYMENT,0,12,13,2782,33130953.07,11909.04,128.91,301
DEBIT,0,12,13,524,3566317.14,6805.95,221.53,301
TRANSFER,0,12,13,437,1041215129.20,2382643.32,75433.72,301
CASH_OUT,0,12,13,3033,433429985.76,142904.71,4054.26,301
CASH_IN,0,12,14,11008,1607473073.96,146027.71,786.86,302
PAYMENT,0,12,14,5961,62502849.18,10485.30,77.04,302
DEBIT,0,12,14,1322,6555307.38,4958.63,102.32,302
TRANSFER,0,12,14,873,2245501109.49,2572166.22,58922.50,302
CASH_OUT,0,12,14,7025,954467161.43,135867.21,1846.71,302
CASH_IN,0,12,15,7418,1101116668.17,148438.48,972.12,303
PAYMENT,0,12,15,4414,51452868.68,11656.74,102.75,303
DEBIT,0,12,15,805,4402347.08,5468.75,140.21,303
TRANSFER,0,12,15,608,1541116431.74,2534730.97,68484.51,303
CASH_OUT,0,12,15,4956,706018711.81,142457.37,3815.41,303
CASH_IN,0,12,16,13569,1974928688.65,145547.11,699.62,304
PAYMENT,0,12,16,7465,75472278.18,10110.15,66.10,304
DEBIT,0,12,16,1568,8176132.79,5214.37,96.11,304
TRANSFER,0,12,16,1049,2667907786.22,2543286.74,55456.44,304
CASH_OUT,0,12,16,8521,1144414749.62,134305.22,2007.56,304
CASH_IN,0,12,17,35057,5109548452.88,145749.73,440.02,305
PAYMENT,0,12,17,19321,200376247.50,10370.90,42.35,305
DEBIT,0,12,17,4315,24356489.60,5644.61,63.32,305
TRANSFER,0,12,17,4140,8537199300.94,2062125.44,21567.74,305
CASH_OUT,0,12,17,20933,2682944389.60,128168.17,600.26,305
CASH_IN,0,12,18,45433,6580236046.31,144833.84,383.67,306
PAYMENT,0,12,18,25326,253927807.04,10026.37,36.29,306
DEBIT,0,12,18,5340,31607233.49,5918.96,57.80,306
TRANSFER,0,12,18,6835,5941695075.00,869304.33,7211.73,306
CASH_OUT,0,12,18,26676,3344064939.55,125358.56,744.00,306
CASH_IN,0,12,19,42435,6089797971.49,143508.85,391.30,307
PAYMENT,0,12,19,24669,273895542.48,11102.82,40.09,307
DEBIT,0,12,19,5133,31437372.52,6124.56,61.83,307
TRANSFER,0,12,19,6656,7462007700.40,1121094.91,9262.95,307
CASH_OUT,0,12,19,26188,3381069139.22,129107.57,603.38,307
CASH_IN,0,12,20,45450,6473905192.39,142440.16,377.69,308
PAYMENT,0,12,20,27620,316966519.84,11475.98,39.46,308
DEBIT,0,12,20,5441,36440542.00,6697.40,65.40,308
TRANSFER,0,12,20,6901,8829116983.09,1279396.75,10469.83,308
CASH_OUT,0,12,20,27203,3599971101.98,132337.28,765.33,308
CASH_IN,0,12,21,34070,4849389215.06,142336.05,437.89,309
PAYMENT,0,12,21,21581,241357583.27,11183.80,42.49,309
DEBIT,0,12,21,4242,25341434.20,5973.94,66.75,309
TRANSFER,0,12,21,4824,7692842676.66,1594702.05,15362.16,309
CASH_OUT,0,12,21,19259,2522851668.79,130995.98,999.37,309
CASH_IN,0,12,22,25362,3612012558.27,142418.29,503.00,310
PAYMENT,0,12,22,15954,177613453.18,11132.85,49.78,310
DEBIT,0,12,22,2970,19576413.64,6591.39,86.56,310
TRANSFER,0,12,22,3291,6003250020.55,1824141.60,20727.76,310
CASH_OUT,0,12,22,14710,1913594023.70,130087.97,1024.04,310
CASH_IN,0,12,23,21686,3102057511.18,143044.25,548.52,311
PAYMENT,0,12,23,14978,143806712.12,9601.20,45.48,311
DEBIT,0,12,23,2544,14227027.54,5592.39,81.81,311
TRANSFER,0,12,23,3045,3838227828.17,1260501.75,15680.95,311
CASH_OUT,0,12,23,11904,1532184672.85,128711.75,1088.24,311
CASH_IN,0,13,0,7190,1019526796.49,141797.89,944.71,312
PAYMENT,0,13,0,5114,46892758.59,9169.49,75.69,312
DEBIT,0,13,0,891,4032189.61,4525.47,121.40,312
TRANSFER,0,13,0,1026,647348787.57,630944.24,15446.35,312
CASH_OUT,0,13,0,4400,584189940.78,132770.44,2686.19,312
CASH_IN,0,13,1,2403,352391955.99,146646.67,1643.14,313
PAYMENT,0,13,1,1871,29364389.80,15694.49,221.77,313
DEBIT,0,13,1,326,1524327.91,4675.85,195.34,313
TRANSFER,0,13,1,372,269961354.62,725702.57,51668.79,313
CASH_OUT,0,13,1,1621,248964258.02,153586.83,11836.25,313
CASH_IN,0,13,2,922,135236548.82,146677.38,2666.38,314
PAYMENT,0,13,2,590,5068799.63,8591.19,223.04,314
DEBIT,0,13,2,134,643625.22,4803.17,315.84,314
TRANSFER,0,13,2,91,88158306.88,968772.60,139831.38,314
CASH_OUT,0,13,2,534,105795797.24,198119.47,26166.86,314
TRANSFER,0,13,3,4,12532432.27,3133108.07,661763.15,315
CASH_OUT,0,13,3,4,12532432.27,3133108.07,661763.15,315
TRANSFER,0,13,4,10,51219540.92,5121954.09,978986.66,316
CASH_OUT,0,13,4,9,51219490.92,5691054.55,870370.13,316
TRANSFER,0,13,5,10,45463493.48,4546349.35,880739.27,317
CASH_OUT,0,13,5,9,45463483.48,5051498.16,789244.65,317
TRANSFER,0,13,6,6,19142466.30,3190411.05,1406722.93,318
CASH_OUT,0,13,6,5,19142446.30,3828489.26,1525971.43,318
TRANSFER,0,13,7,14,57841749.14,4131553.51,741972.99,319
CASH_OUT,0,13,7,14,57841749.14,4131553.51,741972.99,319
TRANSFER,0,13,8,9,45679672.84,5075519.20,1400814.22,320
CASH_OUT,0,13,8,9,45679672.84,5075519.20,1400814.22,320
TRANSFER,0,13,9,10,36744091.42,3674409.14,946941.65,321
CASH_OUT,0,13,9,10,36744091.42,3674409.14,946941.65,321
TRANSFER,0,13,10,8,40088860.91,5011107.61,1660001.31,322
CASH_OUT,0,13,10,8,40088860.91,5011107.61,1660001.31,322
CASH_IN,0,13,11,1386,202188836.05,145879.39,2163.33,323
PAYMENT,0,13,11,841,9442378.92,11227.56,222.98,323
DEBIT,0,13,11,146,1035389.88,7091.71,424.89,323
TRANSFER,0,13,11,240,196463763.44,818599.01,60033.46,323
CASH_OUT,0,13,11,950,152465224.80,160489.71,14658.34,323
CASH_IN,0,13,12,1460,219898832.04,150615.64,2175.09,324
PAYMENT,0,13,12,839,8619638.13,10273.70,201.68,324
DEBIT,0,13,12,175,1188948.78,6793.99,344.37,324
TRANSFER,0,13,12,224,174744497.38,780109.36,63228.92,324
CASH_OUT,0,13,12,1154,189576992.72,164278.16,12667.96,324
CASH_IN,0,13,13,1938,286760515.70,147967.24,1934.71,325
PAYMENT,0,13,13,1140,11749481.96,10306.56,171.45,325
DEBIT,0,13,13,208,944530.49,4541.01,243.78,325
TRANSFER,0,13,13,260,217489036.46,836496.29,57252.84,325
CASH_OUT,0,13,13,1526,253928470.27,166401.36,10500.47,325
CASH_IN,0,13,14,4049,613134197.82,151428.55,1330.52,326
PAYMENT,0,13,14,2491,25651929.11,10297.84,114.19,326
DEBIT,0,13,14,510,2370636.15,4648.31,151.34,326
TRANSFER,0,13,14,626,481695814.02,769482.13,40310.05,326
CASH_OUT,0,13,14,3072,449729541.24,146396.34,8089.59,326
TRANSFER,0,13,15,13,73218533.75,5632194.90,747220.11,327
CASH_OUT,0,13,15,13,73218533.75,5632194.90,747220.11,327
TRANSFER,0,13,16,9,30647431.28,3405270.14,574507.82,328
CASH_OUT,0,13,16,9,30647431.28,3405270.14,574507.82,328
CASH_IN,0,13,17,12561,1824663662.58,145264.20,722.99,329
PAYMENT,0,13,17,7269,73256746.87,10077.97,67.39,329
DEBIT,0,13,17,1515,10146724.42,6697.51,118.59,329
TRANSFER,0,13,17,1775,1219309209.09,686934.77,12091.54,329
CASH_OUT,0,13,17,8386,1094718963.30,130541.25,1777.70,329
CASH_IN,0,13,18,27847,4011360702.51,144050.01,482.45,330
PAYMENT,0,13,18,16645,166736120.31,10017.19,44.18,330
DEBIT,0,13,18,3520,18751731.32,5327.20,67.48,330
TRANSFER,0,13,18,4366,2986417830.91,684016.91,6936.72,330
CASH_OUT,0,13,18,18911,2384842739.15,126108.76,674.52,330
CASH_IN,0,13,19,29308,4203694707.58,143431.65,471.84,331
PAYMENT,0,13,19,19114,203750598.04,10659.76,44.04,331
DEBIT,0,13,19,3585,21190168.01,5910.79,71.33,331
TRANSFER,0,13,19,5043,3714678756.51,736600.98,7397.75,331
CASH_OUT,0,13,19,20120,2619136798.25,130175.79,1058.71,331
CASH_IN,0,13,20,40537,5761779729.51,142136.31,398.73,332
PAYMENT,0,13,20,27624,306736702.34,11103.99,38.50,332
DEBIT,0,13,20,5292,31264878.29,5907.95,58.17,332
TRANSFER,0,13,20,7211,6281907926.47,871156.28,6680.40,332
CASH_OUT,0,13,20,27126,3534080065.01,130283.86,628.45,332
CASH_IN,0,13,21,29316,4178738799.78,142541.23,470.21,333
PAYMENT,0,13,21,21745,223675304.94,10286.29,38.74,333
DEBIT,0,13,21,3861,20825482.01,5393.81,64.85,333
TRANSFER,0,13,21,5220,3479154929.81,666504.78,6165.41,333
CASH_OUT,0,13,21,19980,2578329474.46,129045.52,714.93,333
CASH_IN,0,13,22,24262,3398246278.29,140064.56,512.35,334
PAYMENT,0,13,22,19191,169906301.45,8853.44,35.04,334
DEBIT,0,13,22,3309,19583803.82,5918.35,73.98,334
TRANSFER,0,13,22,4256,3135005554.55,736608.45,7856.15,334
CASH_OUT,0,13,22,16727,2133436578.54,127544.48,1046.75,334
CASH_IN,0,13,23,20693,2935127623.57,141841.57,560.31,335
PAYMENT,0,13,23,17411,138451006.38,7951.93,34.18,335
DEBIT,0,13,23,2900,15842885.62,5463.06,76.13,335
TRANSFER,0,13,23,3632,2602210953.89,716467.77,8201.45,335
CASH_OUT,0,13,23,14092,1777579476.74,126141.04,1071.10,335
CASH_IN,0,14,0,5130,732239256.64,142736.70,1126.00,336
PAYMENT,0,14,0,4691,38514444.26,8210.28,65.45,336
DEBIT,0,14,0,789,3623518.25,4592.55,130.14,336
TRANSFER,0,14,0,966,714466230.85,739613.08,19430.20,336
CASH_OUT,0,14,0,3991,536142672.10,134337.93,3663.47,336
CASH_IN,0,14,1,518,75288637.95,145344.86,3534.49,337
PAYMENT,0,14,1,348,2483345.24,7136.05,229.23,337
DEBIT,0,14,1,61,290328.79,4759.49,431.47,337
TRANSFER,0,14,1,39,64673584.66,1658297.04,398026.56,337
CASH_OUT,0,14,1,419,96472057.83,230243.57,41799.26,337
CASH_IN,0,14,2,826,117956996.54,142805.08,2837.88,338
PAYMENT,0,14,2,671,5247041.02,7819.73,176.56,338
DEBIT,0,14,2,132,463925.69,3514.59,258.75,338
TRANSFER,0,14,2,128,126626315.57,989268.09,107029.33,338
CASH_OUT,0,14,2,656,123476696.10,188226.67,21980.30,338
TRANSFER,0,14,3,6,28089459.51,4681576.59,383159.45,339
CASH_OUT,0,14,3,6,28089459.51,4681576.59,383159.45,339
TRANSFER,0,14,4,14,40780880.95,2912920.07,386604.95,340
CASH_OUT,0,14,4,14,40780880.95,2912920.07,386604.95,340
TRANSFER,0,14,5,10,45209875.86,4520987.59,405761.31,341
CASH_OUT,0,14,5,10,45209875.86,4520987.59,405761.31,341
TRANSFER,0,14,6,8,33836570.59,4229571.32,801320.96,342
CASH_OUT,0,14,6,8,33836570.59,4229571.32,801320.96,342
TRANSFER,0,14,7,11,56552647.30,5141149.75,794934.82,343
CASH_OUT,0,14,7,10,56552597.30,5655259.73,649008.17,343
TRANSFER,0,14,8,12,52781288.88,4398440.74,489951.64,344
CASH_OUT,0,14,8,12,52781288.88,4398440.74,489951.64,344
TRANSFER,0,14,9,9,52730443.40,5858938.16,1942161.82,345
CASH_OUT,0,14,9,9,52730443.40,5858938.16,1942161.82,345
TRANSFER,0,14,10,9,39565902.41,4396211.38,630322.44,346
CASH_OUT,0,14,10,9,39565902.41,4396211.38,630322.44,346
TRANSFER,0,14,11,9,29729798.01,3303310.89,396857.50,347
CASH_OUT,0,14,11,9,29729798.01,3303310.89,396857.50,347
TRANSFER,0,14,12,8,25521762.86,3190220.36,392839.69,348
CASH_OUT,0,14,12,8,25521762.86,3190220.36,392839.69,348
CASH_IN,0,14,13,2466,362002321.79,146797.37,1658.73,349
PAYMENT,0,14,13,2204,22017072.16,9989.60,121.75,349
DEBIT,0,14,13,351,1663180.37,4738.41,194.89,349
TRANSFER,0,14,13,502,372346744.75,741726.58,41804.30,349
CASH_OUT,0,14,13,2136,329183975.60,154112.35,9676.82,349
CASH_IN,0,14,14,2005,285657091.79,142472.36,1772.44,350
PAYMENT,0,14,14,1496,14279522.16,9545.14,136.66,350
DEBIT,0,14,14,262,1116943.34,4263.14,208.70,350
TRANSFER,0,14,14,396,337697361.71,852771.12,39555.41,350
CASH_OUT,0,14,14,2105,321216875.29,152597.09,7363.61,350
TRANSFER,0,14,15,13,61963502.79,4766423.29,851272.57,351
CASH_OUT,0,14,15,13,61963502.79,4766423.29,851272.57,351
TRANSFER,0,14,16,9,37678536.72,4186504.08,480346.32,352
CASH_OUT,0,14,16,9,37678536.72,4186504.08,480346.32,352
TRANSFER,0,14,17,13,54498962.36,4192227.87,662428.96,353
CASH_OUT,0,14,17,12,54498942.36,4541578.53,604048.25,353
CASH_IN,0,14,18,21575,3099565806.79,143664.70,543.86,354
PAYMENT,0,14,18,15132,136377023.61,9012.49,40.56,354
DEBIT,0,14,18,2980,18326400.36,6149.80,81.33,354
TRANSFER,0,14,18,4108,3011905872.65,733180.59,7602.66,354
CASH_OUT,0,14,18,16595,2095362489.57,126264.69,813.12,354
CASH_IN,0,14,19,26089,3718863212.47,142545.26,497.26,355
PAYMENT,0,14,19,18294,177392006.60,9696.73,39.84,355
DEBIT,0,14,19,3705,20071478.24,5417.40,65.24,355
TRANSFER,0,14,19,4812,3626683166.80,753674.81,7391.07,355
CASH_OUT,0,14,19,19895,2558026682.56,128576.36,866.21,355
CASH_IN,0,14,20,34604,4890139907.22,141317.19,430.42,356
PAYMENT,0,14,20,25496,239763595.83,9403.97,33.47,356
DEBIT,0,14,20,4725,38088957.32,8061.15,84.13,356
TRANSFER,0,14,20,6834,4376852861.22,640452.57,5212.29,356
CASH_OUT,0,14,20,26051,3225035822.08,123797.01,607.24,356
CASH_IN,0,14,21,29512,4167098969.25,141200.15,465.69,357
PAYMENT,0,14,21,23671,231095877.57,9762.83,36.79,357
DEBIT,0,14,21,4350,20579491.38,4730.92,54.48,357
TRANSFER,0,14,21,5819,2900294732.73,498418.07,4341.53,357
CASH_OUT,0,14,21,22049,2679985192.95,121546.79,626.53,357
CASH_IN,0,14,22,22355,3201560081.50,143214.50,539.00,358
PAYMENT,0,14,22,19639,217963984.98,11098.53,44.65,358
DEBIT,0,14,22,3237,14737098.10,4552.70,63.06,358
TRANSFER,0,14,22,4548,2151287302.74,473018.32,5460.81,358
CASH_OUT,0,14,22,17289,2190821913.92,126717.68,1111.08,358
CASH_IN,0,14,23,15006,2088981823.33,139209.77,639.93,359
PAYMENT,0,14,23,14141,132725972.33,9385.90,46.40,359
DEBIT,0,14,23,2292,16402955.10,7156.61,97.98,359
TRANSFER,0,14,23,3004,1265051648.43,421122.39,6967.98,359
CASH_OUT,0,14,23,11923,1456355233.58,122146.71,1539.15,359
CASH_IN,0,15,0,6154,822040809.23,133578.29,973.96,360
PAYMENT,0,15,0,6375,42930615.98,6734.21,46.78,360
DEBIT,0,15,0,975,3796205.52,3893.54,106.74,360
TRANSFER,0,15,0,1231,483874811.05,393074.58,19551.49,360
CASH_OUT,0,15,0,5369,647329075.74,120567.90,4490.24,360
CASH_IN,0,15,1,1138,156811187.96,137795.42,2270.67,361
PAYMENT,0,15,1,1435,18531055.69,12913.63,202.51,361
DEBIT,0,15,1,242,758384.69,3133.82,194.90,361
TRANSFER,0,15,1,243,130721654.69,537949.20,59847.85,361
CASH_OUT,0,15,1,965,154558731.26,160164.49,15886.13,361
CASH_IN,0,15,2,25,2892737.77,115709.51,12924.15,362
PAYMENT,0,15,2,61,167820.47,2751.16,145.60,362
DEBIT,0,15,2,19,92538.22,4870.43,1108.49,362
TRANSFER,0,15,2,17,51510701.40,3030041.26,654962.54,362
CASH_OUT,0,15,2,16,50758393.11,3172399.57,681931.37,362
TRANSFER,0,15,3,11,48523698.24,4411245.29,507600.89,363
CASH_OUT,0,15,3,11,48523698.24,4411245.29,507600.89,363
TRANSFER,0,15,4,7,33153622.01,4736231.72,1486909.33,364
